,0
385,5235.0
386,5236.0
387,15477.0
388,15478.0
389,5239.0
390,5240.0
391,5237.0
392,5238.0
393,1139.0
394,15480.0
395,15476.0
396,5260.0
397,5261.0
398,15502.0
399,5262.0
400,15504.0
401,15505.0
402,15506.0
403,15507.0
404,15508.0
405,5263.0
406,5266.0
407,3223.0
408,3224.0
409,15512.0
410,3226.0
411,3227.0
412,15516.0
413,3229.0
414,15515.0
415,3231.0
416,15519.0
417,3233.0
418,3234.0
419,15520.0
420,15518.0
421,3237.0
422,3238.0
423,3242.0
424,3243.0
425,15545.0
426,15546.0
427,15547.0
428,15549.0
429,15550.0
430,15551.0
431,15552.0
432,15553.0
433,17601.0
434,3267.0
435,3268.0
436,15555.0
437,3270.0
438,3271.0
439,3272.0
440,3273.0
441,3274.0
442,3275.0
443,3276.0
444,15563.0
445,15566.0
446,3279.0
447,15567.0
448,15568.0
449,15562.0
450,3283.0
451,17615.0
452,3285.0
453,15574.0
454,17618.0
455,17616.0
456,17619.0
457,3290.0
458,15578.0
459,15580.0
460,17620.0
461,15576.0
462,15583.0
463,15579.0
464,15585.0
465,15577.0
466,15587.0
467,15589.0
468,15591.0
469,15592.0
470,15593.0
471,15594.0
472,15595.0
473,15596.0
474,15597.0
475,15598.0
476,15599.0
477,15600.0
478,15601.0
479,3314.0
480,3315.0
481,15602.0
482,3317.0
483,3318.0
484,15605.0
485,15608.0
486,15609.0
487,15610.0
488,3323.0
489,15612.0
490,3325.0
491,15613.0
492,3327.0
493,3326.0
494,15617.0
495,15614.0
496,15618.0
497,15620.0
498,15621.0
499,15622.0
500,15623.0
501,15624.0
502,15616.0
503,15626.0
504,15627.0
505,15628.0
506,15629.0
507,15630.0
508,15631.0
509,15632.0
510,15633.0
511,15634.0
512,15635.0
513,15637.0
514,15638.0
515,15639.0
516,15642.0
517,15644.0
518,15645.0
519,15646.0
520,15647.0
521,15649.0
522,15650.0
523,15652.0
524,15653.0
525,15654.0
526,15655.0
527,15656.0
528,1077.0
529,15660.0
530,15662.0
531,15664.0
532,15665.0
533,15667.0
534,15668.0
535,15669.0
536,15670.0
537,15671.0
538,1079.0
539,15673.0
540,15674.0
541,15675.0
542,15676.0
543,7186.0
544,15678.0
545,15679.0
546,15680.0
547,7187.0
548,7217.0
549,1080.0
550,15685.0
551,15688.0
552,7189.0
553,15691.0
554,15692.0
555,15693.0
556,15694.0
557,1084.0
558,15696.0
559,15697.0
560,15698.0
561,15700.0
562,15701.0
563,1086.0
564,23901.0
565,1088.0
566,1089.0
567,1090.0
568,1091.0
569,1092.0
570,1093.0
571,1095.0
572,23945.0
573,1098.0
574,15781.0
575,15782.0
576,15783.0
577,15784.0
578,15786.0
579,15787.0
580,15788.0
581,15789.0
582,15790.0
583,15791.0
584,7209.0
585,15793.0
586,15794.0
587,1104.0
588,15795.0
589,15797.0
590,15798.0
591,15799.0
592,1105.0
593,15801.0
594,1035.0
595,15800.0
596,15804.0
597,1106.0
598,15806.0
599,15807.0
600,15808.0
601,15802.0
602,15810.0
603,15811.0
604,15812.0
605,1107.0
606,15814.0
607,15815.0
608,1108.0
609,15809.0
610,15818.0
611,15819.0
612,15820.0
613,1109.0
614,15822.0
615,15817.0
616,15816.0
617,15825.0
618,15826.0
619,15827.0
620,15824.0
621,15828.0
622,1111.0
623,15830.0
624,15831.0
625,15833.0
626,15832.0
627,15835.0
628,15836.0
629,15837.0
630,15838.0
631,15839.0
632,1113.0
633,15840.0
634,1112.0
635,15843.0
636,15844.0
637,15845.0
638,1114.0
639,7220.0
640,15848.0
641,15849.0
642,1115.0
643,7221.0
644,15850.0
645,15852.0
646,15854.0
647,15853.0
648,15856.0
649,15857.0
650,15855.0
651,1116.0
652,15860.0
653,7223.0
654,1117.0
655,7222.0
656,15858.0
657,1118.0
658,7224.0
659,15859.0
660,1119.0
661,1120.0
662,7226.0
663,1121.0
664,15369.0
665,1122.0
666,5193.0
667,1123.0
668,7229.0
669,5194.0
670,7230.0
671,7231.0
672,1125.0
673,7232.0
674,5197.0
675,1127.0
676,7234.0
677,1129.0
678,7235.0
679,1130.0
680,7236.0
681,1132.0
682,7238.0
683,5203.0
684,1133.0
685,7239.0
686,5204.0
687,1134.0
688,1135.0
689,7241.0
690,5206.0
691,15792.0
692,18022.0
693,18023.0
694,18024.0
695,18025.0
696,18026.0
697,5211.0
698,18028.0
699,18029.0
700,18030.0
701,18031.0
702,18032.0
703,5212.0
704,18034.0
705,18035.0
706,18036.0
707,18037.0
708,18038.0
709,18039.0
710,18040.0
711,5214.0
712,18042.0
713,18043.0
714,18044.0
715,18041.0
716,5216.0
717,7253.0
718,7254.0
719,7255.0
720,7256.0
721,15805.0
722,7257.0
723,7258.0
724,7259.0
725,7260.0
726,5225.0
727,7261.0
728,7262.0
729,7263.0
730,7264.0
731,5229.0
732,20168.0
733,7265.0
734,20170.0
735,20171.0
736,20172.0
737,20173.0
738,20174.0
739,7266.0
740,20176.0
741,20177.0
742,20178.0
743,7267.0
744,20175.0
745,7268.0
746,7269.0
747,15411.0
748,7270.0
749,7271.0
750,15413.0
751,7272.0
752,7273.0
753,15823.0
754,7275.0
755,15418.0
756,15422.0
757,15829.0
758,15423.0
759,15424.0
760,15834.0
761,15429.0
762,15430.0
763,15431.0
764,15432.0
765,15433.0
766,20315.0
767,20317.0
768,15436.0
769,20332.0
770,20333.0
771,20334.0
772,20335.0
773,20336.0
774,20337.0
775,20338.0
776,20339.0
777,20340.0
778,15846.0
779,15439.0
780,15847.0
781,15441.0
782,15443.0
783,15444.0
784,15446.0
785,15448.0
786,15451.0
787,15452.0
788,15454.0
789,15455.0
790,15456.0
791,15458.0
792,19529.0
793,19531.0
794,15461.0
795,15462.0
796,15464.0
797,20461.0
798,15465.0
799,20472.0
